Delivery Week,Producer Code,Product ID,Product,Quantity,Cost,Fulfilled,Water Access,Land Ownership
8/16/2021,SGC,3828,"Peppers, Green Bell",10,3500,0,,
8/16/2021,CHO,3813,"Greens, Kale-24 ct",10,3600,0,False,True
8/16/2021,MHG,3361,"Cucumbers, Slicing",30,2000,0,True,True
8/16/2021,D2D,3138,"Greens, Collard-24 ct",10,3600,9,True,True
8/16/2021,MLP,3202,"Tomatoes, Slicing",12,4000,9,,
8/16/2021,AFC,3138,"Greens, Collard-24 ct",5,3600,5,True,True
8/16/2021,POG,3717,"Eggplant, Globe",36,3162,0,,
8/16/2021,CHO,3361,"Cucumbers, Slicing",30,2000,30,False,True
8/16/2021,SGC,3828,"Peppers, Green Bell",10,3500,0,,
8/16/2021,WKH,3361,"Cucumbers, Slicing",30,2000,0,,
8/16/2021,PLT,3758,"Eggplant, African (Bitter Ball)",33,2000,33,False,False
8/16/2021,KLF,3364,"Greens, Mustard-24 ct",10,3600,10,,
8/16/2021,LXF,3539,Ground cherries,75,3360,62,,
8/16/2021,PBY,3202,"Tomatoes, Slicing",12,4000,12,False,False
8/16/2021,CHO,3364,"Greens, Mustard-24 ct",5,3600,0,False,True
8/16/2021,MLG,3138,"Greens, Collard-24 ct",10,3600,10,False,False
8/16/2021,CBS,3361,"Cucumbers, Slicing",30,2000,23,True,True
8/16/2021,PLT,3364,"Greens, Mustard-24 ct",10,3600,10,False,False
8/16/2021,POG,3669,"Greens, Chard",38,3600,38,,
8/2/2021,SEE,3202,"Tomatoes, Slicing",23,4000,23,True,True
8/2/2021,D2D,3184,"Squash, Summer, Zucchini",30,2000,12,True,True
8/2/2021,YMF,3717,"Eggplant, Globe",18,3162,0,True,False
8/2/2021,MHG,3361,"Cucumbers, Slicing",30,2000,0,True,True
8/2/2021,CLP,3717,"Eggplant, Globe",18,3162,0,False,True
8/2/2021,CHO,3361,"Cucumbers, Slicing",30,2000,15,False,True
8/2/2021,CBS,3361,"Cucumbers, Slicing",30,2000,20,True,True
8/2/2021,CLP,3813,"Greens, Kale-24 ct",10,3600,10,False,True
8/2/2021,CBS,3404,Tomatillos,66,2800,66,True,True
8/2/2021,WKH,3361,"Cucumbers, Slicing",30,2000,14,,
8/2/2021,CHO,3813,"Greens, Kale-24 ct",10,3600,0,False,True
8/2/2021,HAF,3138,"Greens, Collard-24 ct",38,3600,38,False,True
8/2/2021,WKH,3184,"Squash, Summer, Zucchini",30,2000,27,,
8/2/2021,SGC,3361,"Cucumbers, Slicing",6,2000,6,,
8/2/2021,MHG,3184,"Squash, Summer, Zucchini",30,2000,0,True,True
8/2/2021,D2D,3813,"Greens, Kale-24 ct",10,3600,10,True,True
8/2/2021,LXF,3361,"Cucumbers, Slicing",30,2000,0,,
8/2/2021,SGC,3184,"Squash, Summer, Zucchini",6,2000,6,,
8/2/2021,NTN,3813,"Greens, Kale-24 ct",10,3600,10,False,False
8/2/2021,PLT,3813,"Greens, Kale-24 ct",10,3600,10,False,False
8/2/2021,LXF,3184,"Squash, Summer, Zucchini",30,2000,30,,
8/2/2021,CLP,3361,"Cucumbers, Slicing",6,2000,6,False,True
8/2/2021,WKH,3361,"Cucumbers, Slicing",15,2000,0,,
8/2/2021,AFC,3184,"Squash, Summer, Zucchini",6,2000,6,True,True
8/23/2021,MKV,3171,"Potatoes, Yellow",10,5000,10,,
8/23/2021,PLT,3458,"Peppers, Habanero",25,3500,25,False,False
8/23/2021,MKV,3458,"Peppers, Habanero",25,3500,25,,
8/23/2021,CHO,3458,"Peppers, Habanero",8,3500,0,False,True
8/23/2021,HAF,3458,"Peppers, Habanero",8,3500,0,False,True
8/23/2021,SGC,3828,"Peppers, Green Bell",10,3500,10,,
8/23/2021,CBS,3153,"Peppers, Jalapeño",20,2550,20,True,True
8/23/2021,MHG,3153,"Peppers, Jalapeño",8,2550,8,True,True
8/23/2021,CLP,3717,"Eggplant, Globe",50,3162,50,False,True
8/23/2021,PLT,3758,"Eggplant, African (Bitter Ball)",33,2000,33,False,False
8/23/2021,KHF,3202,"Tomatoes, Slicing",13,4000,13,False,False
8/23/2021,LXF,3171,"Potatoes, Yellow",10,5000,0,,
8/23/2021,NTN,3171,"Potatoes, Yellow",10,5000,10,False,False
8/23/2021,HAF,3613,"Beets, Bulk",36,2631,36,False,True
8/23/2021,SGC,3201,"Tomatoes, Roma",20,3500,20,,
8/23/2021,CVP,3171,"Potatoes, Yellow",10,5000,10,False,False
8/23/2021,YMF,3717,"Eggplant, Globe",25,3162,25,True,False
8/23/2021,UNK,3184,"Squash, Summer, Zucchini",45,2000,0,False,False
8/23/2021,MLP,3166,"Potatoes, Red",9,5000,9,,
8/23/2021,KHF,3166,"Potatoes, Red",9,5000,0,False,False
8/23/2021,SGC,3153,"Peppers, Jalapeño",20,2550,20,,
8/23/2021,KLF,3717,"Eggplant, Globe",25,3162,25,,
8/23/2021,SGC,3153,"Peppers, Jalapeño",10,2550,10,,
8/23/2021,SGC,3153,"Peppers, Jalapeño",9,2550,9,,
8/23/2021,PLT,3153,"Peppers, Jalapeño",8,2550,8,False,False
8/23/2021,DTF,3202,"Tomatoes, Slicing",53,4000,53,False,True
8/23/2021,D2D,3758,"Eggplant, African (Bitter Ball)",33,2000,0,True,True
8/23/2021,PLT,3405,Okra,30,5100,30,False,False
8/23/2021,AFC,3201,"Tomatoes, Roma",6,3500,6,True,True
8/23/2021,CLP,3828,"Peppers, Green Bell",10,3500,10,False,True
8/23/2021,SGC,3828,"Peppers, Green Bell",10,3500,10,,
8/23/2021,AFC,3405,Okra,6,5100,0,True,True
8/23/2021,CHO,3828,"Peppers, Green Bell",20,3500,0,False,True
8/23/2021,HAF,3364,"Greens, Mustard-24 ct",38,3600,0,False,True
8/23/2021,CBS,3404,Tomatillos,66,2800,0,True,True
8/23/2021,MLG,3828,"Peppers, Green Bell",20,3500,20,False,False
8/23/2021,CHO,3200,"Tomatoes, Grape, 12 ct Pint",20,3000,20,False,True
8/23/2021,CBS,3201,"Tomatoes, Roma",20,3500,20,True,True
8/23/2021,NTN,3828,"Peppers, Green Bell",20,3500,20,False,False
8/23/2021,SGC,3091,"Melon, Honeydew",50,2010,30,,
8/23/2021,MHG,3200,"Tomatoes, Grape, 12 ct Pint",25,3000,25,True,True
8/23/2021,SGC,3091,"Melon, Honeydew",38,2010,0,,
8/23/2021,SGC,3828,"Peppers, Green Bell",10,3500,1,,
8/23/2021,CBS,3201,"Tomatoes, Roma",20,3500,0,True,True
8/23/2021,AFC,3200,"Tomatoes, Grape, 12 ct Pint",10,3000,0,True,True
8/30/2021,CVP,3755,"Carrots, Orange Bulk",30,3162,29,False,False
8/30/2021,CLP,3828,"Peppers, Green Bell",10,3500,10,False,True
8/30/2021,SGC,3201,"Tomatoes, Roma",20,3500,20,,
8/30/2021,AFC,3200,"Tomatoes, Grape, 12 ct Pint",10,3000,0,True,True
8/30/2021,CVP,3166,"Potatoes, Red",10,5000,10,False,False
8/30/2021,POG,3755,"Carrots, Orange Bulk",36,3162,0,,
8/30/2021,SGC,3153,"Peppers, Jalapeño",20,2550,20,,
8/30/2021,LXF,3166,"Potatoes, Red",10,5000,10,,
8/30/2021,MKV,3166,"Potatoes, Red",10,5000,10,,
8/30/2021,CBS,3201,"Tomatoes, Roma",20,3500,20,True,True
8/30/2021,CHO,3828,"Peppers, Green Bell",20,3500,6,False,True
8/30/2021,PBY,3166,"Potatoes, Red",10,5000,0,False,False
8/30/2021,CBS,3201,"Tomatoes, Roma",20,3500,0,True,True
8/30/2021,CHO,3200,"Tomatoes, Grape, 12 ct Pint",18,3000,18,False,True
8/30/2021,KHF,3202,"Tomatoes, Slicing",13,4000,13,False,False
8/30/2021,CHO,3200,"Tomatoes, Grape, 12 ct Pint",20,3000,20,False,True
8/30/2021,YMF,3755,"Carrots, Orange Bulk",30,3162,30,True,False
8/30/2021,SGC,3759,"Onions, Bulb",20,4000,11,,
8/30/2021,AFC,3201,"Tomatoes, Roma",6,3500,6,True,True
8/30/2021,WKH,3200,"Tomatoes, Grape, 12 ct Pint",16,3000,16,,
8/30/2021,YMF,3759,"Onions, Bulb",20,4000,0,True,False
8/30/2021,SXF,3759,"Onions, Bulb",20,4000,20,False,False
8/30/2021,CBS,3404,Tomatillos,90,2800,0,True,True
8/30/2021,CVP,3200,"Tomatoes, Grape, 12 ct Pint",16,3000,0,False,False
8/30/2021,MLG,3759,"Onions, Bulb",20,4000,20,False,False
8/30/2021,NTN,3828,"Peppers, Green Bell",20,3500,20,False,False
8/30/2021,RSV,3755,"Carrots, Orange Bulk",15,3162,15,False,False
8/30/2021,KHF,3759,"Onions, Bulb",23,4000,0,False,False
8/30/2021,SGC,3828,"Peppers, Green Bell",12,3500,12,,
8/30/2021,CBS,3153,"Peppers, Jalapeño",6,2550,6,True,True
8/30/2021,CBS,3153,"Peppers, Jalapeño",20,2550,20,True,True
8/30/2021,CHO,3458,"Peppers, Habanero",8,3500,0,False,True
8/30/2021,D2D,3200,"Tomatoes, Grape, 12 ct Pint",16,3000,16,True,True
8/30/2021,MHG,3200,"Tomatoes, Grape, 12 ct Pint",25,3000,25,True,True
8/30/2021,PLT,3458,"Peppers, Habanero",25,3500,25,False,False
8/30/2021,MKV,3458,"Peppers, Habanero",25,3500,0,,
8/30/2021,MHG,3153,"Peppers, Jalapeño",8,2550,8,True,True
8/30/2021,SGC,3828,"Peppers, Green Bell",10,3500,10,,
8/30/2021,LXF,3759,"Onions, Bulb",20,4000,20,,
8/30/2021,SGC,3828,"Peppers, Green Bell",12,3500,8,,
8/30/2021,SGC,3828,"Peppers, Green Bell",10,3500,0,,
8/30/2021,PLT,3153,"Peppers, Jalapeño",8,2550,8,False,False
8/30/2021,D2D,3755,"Carrots, Orange Bulk",27,3162,0,True,True
8/30/2021,HAF,3458,"Peppers, Habanero",8,3500,8,False,True
8/30/2021,SGC,3091,"Melon, Honeydew",50,2010,0,,
8/30/2021,DTF,3202,"Tomatoes, Slicing",53,4000,53,False,True
8/30/2021,SGC,3828,"Peppers, Green Bell",10,3500,0,,
8/30/2021,SGC,3828,"Peppers, Green Bell",12,3500,0,,
8/30/2021,NTN,3755,"Carrots, Orange Bulk",30,3162,30,False,False
8/30/2021,SGC,3153,"Peppers, Jalapeño",10,2550,10,,
8/30/2021,MLG,3828,"Peppers, Green Bell",20,3500,20,False,False
8/9/2021,D2D,3758,"Eggplant, African (Bitter Ball)",33,2000,0,True,True
8/9/2021,MHG,3361,"Cucumbers, Slicing",30,2000,0,True,True
8/9/2021,MKV,3759,"Onions, Bulb",20,4000,20,,
8/9/2021,CHO,3361,"Cucumbers, Slicing",30,2000,15,False,True
8/9/2021,PBY,3401,"Beans, Green, Yellow or Purple",15,6250,15,False,False
8/9/2021,YMF,3401,"Beans, Green, Yellow or Purple",5,6250,5,True,False
8/9/2021,MLG,3401,"Beans, Green, Yellow or Purple",15,6250,15,False,False
8/9/2021,SGC,3759,"Onions, Bulb",20,4000,20,,
8/9/2021,PLT,3758,"Eggplant, African (Bitter Ball)",33,2000,0,False,False
8/9/2021,WKH,3759,"Onions, Bulb",20,4000,0,,
8/9/2021,D2D,3401,"Beans, Green, Yellow or Purple",15,6250,15,True,True
8/9/2021,WKH,3184,"Squash, Summer, Zucchini",30,2000,12,,
8/9/2021,PBY,3759,"Onions, Bulb",20,4000,20,False,False
8/9/2021,SGC,3759,"Onions, Bulb",20,4000,0,,
8/9/2021,MHG,3184,"Squash, Summer, Zucchini",30,2000,30,True,True
8/9/2021,SGC,3184,"Squash, Summer, Zucchini",6,2000,6,,
8/9/2021,KHF,3759,"Onions, Bulb",23,4000,23,False,False
8/9/2021,WKH,3184,"Squash, Summer, Zucchini",15,2000,0,,
8/9/2021,LXF,3828,"Peppers, Green Bell",36,3500,36,,
8/9/2021,CLP,3361,"Cucumbers, Slicing",6,2000,6,False,True
8/9/2021,YMF,3132,"Carrots, Rainbow Bulk",18,3162,0,True,False
8/9/2021,LXF,3184,"Squash, Summer, Zucchini",30,2000,30,,
8/9/2021,SGC,3361,"Cucumbers, Slicing",6,2000,6,,
8/9/2021,WKH,3132,"Carrots, Rainbow Bulk",18,3162,0,,
8/9/2021,WKH,3361,"Cucumbers, Slicing",30,2000,0,,
8/9/2021,CBS,3361,"Cucumbers, Slicing",30,2000,0,True,True
8/9/2021,AFC,3184,"Squash, Summer, Zucchini",6,2000,6,True,True
8/9/2021,AFC,3184,"Squash, Summer, Zucchini",15,2000,7,True,True
8/9/2021,D2D,3184,"Squash, Summer, Zucchini",15,2000,10,True,True
8/9/2021,D2D,3184,"Squash, Summer, Zucchini",30,2000,0,True,True
9/13/2021,LXF,3759,"Onions, Bulb",20,4000,20,,
9/13/2021,SXF,3759,"Onions, Bulb",20,4000,0,False,False
9/13/2021,KLF,3717,"Eggplant, Globe",25,3162,25,,
9/13/2021,WKH,3200,"Tomatoes, Grape, 12 ct Pint",16,3000,16,,
9/13/2021,CHO,3200,"Tomatoes, Grape, 12 ct Pint",18,3000,18,False,True
9/13/2021,CVP,3200,"Tomatoes, Grape, 12 ct Pint",16,3000,0,False,False
9/13/2021,SGC,3759,"Onions, Bulb",20,4000,20,,
9/13/2021,CHO,3200,"Tomatoes, Grape, 12 ct Pint",20,3000,20,False,True
9/13/2021,MLG,3759,"Onions, Bulb",20,4000,20,False,False
9/13/2021,D2D,3200,"Tomatoes, Grape, 12 ct Pint",16,3000,0,True,True
9/13/2021,MKV,3405,Okra,30,5100,30,,
9/13/2021,AFC,3200,"Tomatoes, Grape, 12 ct Pint",10,3000,0,True,True
9/13/2021,MHG,3200,"Tomatoes, Grape, 12 ct Pint",25,3000,0,True,True
9/13/2021,SGC,3828,"Peppers, Green Bell",10,3500,10,,
9/13/2021,YMF,3717,"Eggplant, Globe",25,3162,25,True,False
9/13/2021,CLP,3717,"Eggplant, Globe",50,3162,50,False,True
9/13/2021,CVP,3755,"Carrots, Orange Bulk",30,3162,30,False,False
9/13/2021,HAF,3755,"Carrots, Orange Bulk",12,3162,12,False,True
9/13/2021,CVP,3166,"Potatoes, Red",10,5000,0,False,False
9/13/2021,CLP,3828,"Peppers, Green Bell",10,3500,10,False,True
9/13/2021,SGC,3153,"Peppers, Jalapeño",20,2550,20,,
9/13/2021,SGC,3153,"Peppers, Jalapeño",10,2550,10,,
9/13/2021,LXF,3755,"Carrots, Orange Bulk",36,3162,36,,
9/13/2021,NTN,3828,"Peppers, Green Bell",20,3500,20,False,False
9/13/2021,PLT,3153,"Peppers, Jalapeño",8,2550,8,False,False
9/13/2021,MHG,3153,"Peppers, Jalapeño",8,2550,8,True,True
9/13/2021,MLG,3828,"Peppers, Green Bell",20,3500,20,False,False
9/13/2021,CBS,3153,"Peppers, Jalapeño",20,2550,20,True,True
9/13/2021,D2D,3755,"Carrots, Orange Bulk",30,3162,0,True,True
9/13/2021,SGC,3828,"Peppers, Green Bell",10,3500,10,,
9/13/2021,PLT,3458,"Peppers, Habanero",25,3500,25,False,False
9/13/2021,MKV,3458,"Peppers, Habanero",25,3500,25,,
9/13/2021,CHO,3458,"Peppers, Habanero",8,3500,8,False,True
9/13/2021,NTN,3755,"Carrots, Orange Bulk",30,3162,30,False,False
9/13/2021,HAF,3458,"Peppers, Habanero",8,3500,8,False,True
9/13/2021,YMF,3755,"Carrots, Orange Bulk",15,3162,15,True,False
9/13/2021,SGC,3828,"Peppers, Green Bell",10,3500,10,,
9/13/2021,RSV,3755,"Carrots, Orange Bulk",15,3162,15,False,False
9/13/2021,CHO,3828,"Peppers, Green Bell",20,3500,20,False,True
9/13/2021,MKV,3166,"Potatoes, Red",10,5000,10,,
9/13/2021,LXF,3166,"Potatoes, Red",10,5000,10,,
9/13/2021,PBY,3166,"Potatoes, Red",10,5000,0,False,False
9/13/2021,SGC,3807,Cauliflower,25,2300,8,,
9/13/2021,D2D,3138,"Greens, Collard-24 ct",10,3600,10,True,True
9/13/2021,AFC,3138,"Greens, Collard-24 ct",5,3600,5,True,True
9/13/2021,SGC,3201,"Tomatoes, Roma",20,3500,20,,
9/13/2021,PLT,3138,"Greens, Collard-24 ct",10,3600,0,False,False
9/13/2021,AFC,3201,"Tomatoes, Roma",6,3500,6,True,True
9/13/2021,YMF,3759,"Onions, Bulb",20,4000,20,True,False
9/13/2021,MLP,3138,"Greens, Collard-24 ct",10,3600,10,,
9/13/2021,MLG,3138,"Greens, Collard-24 ct",10,3600,10,False,False
9/13/2021,HAF,3138,"Greens, Collard-24 ct",8,3600,8,False,True
9/13/2021,PBY,3592,Broccoli,42,3145,0,False,False
9/13/2021,YMF,3807,Cauliflower,25,2300,0,True,False
9/13/2021,CBS,3201,"Tomatoes, Roma",20,3500,20,True,True
9/13/2021,CBS,3201,"Tomatoes, Roma",20,3500,20,True,True
9/13/2021,DTF,3807,Cauliflower,50,2300,0,False,True
9/13/2021,DTF,3202,"Tomatoes, Slicing",53,4000,53,False,True
9/13/2021,KHF,3202,"Tomatoes, Slicing",13,4000,13,False,False
9/13/2021,KSL,3138,"Greens, Collard-24 ct",10,3600,10,False,False
9/20/2021,SGC,3189,"Squash, Winter, Delicata",25,3500,25,,
9/20/2021,PBY,3202,"Tomatoes, Slicing",12,4000,12,False,False
9/20/2021,MLP,3202,"Tomatoes, Slicing",12,4000,12,,
9/20/2021,SGC,3189,"Squash, Winter, Delicata",25,3500,25,,
9/20/2021,CBS,3201,"Tomatoes, Roma",20,3500,20,True,True
9/20/2021,SGC,3201,"Tomatoes, Roma",20,3500,20,,
9/20/2021,SEE,3189,"Squash, Winter, Delicata",52,3500,52,True,True
9/20/2021,YMF,3189,"Squash, Winter, Delicata",25,3500,16,True,False
9/20/2021,AFC,3201,"Tomatoes, Roma",6,3500,6,True,True
9/20/2021,KSL,3202,"Tomatoes, Slicing",12,4000,12,False,False
9/20/2021,CHO,3202,"Tomatoes, Slicing",9,4000,9,False,True
9/20/2021,CBS,3201,"Tomatoes, Roma",20,3500,0,True,True
9/20/2021,SGC,3189,"Squash, Winter, Delicata",25,3500,6,,
9/20/2021,KHF,3202,"Tomatoes, Slicing",13,4000,13,False,False
9/20/2021,DTF,3202,"Tomatoes, Slicing",53,4000,53,False,True
9/20/2021,MLG,3828,"Peppers, Green Bell",20,3500,20,False,False
9/20/2021,SGC,3828,"Peppers, Green Bell",10,3500,10,,
9/20/2021,NTN,3828,"Peppers, Green Bell",20,3500,20,False,False
9/20/2021,CLP,3828,"Peppers, Green Bell",10,3500,10,False,True
9/20/2021,CHO,3828,"Peppers, Green Bell",20,3500,4,False,True
9/20/2021,D2D,3813,"Greens, Kale-24 ct",10,3600,10,True,True
9/20/2021,WKH,3759,"Onions, Bulb",20,4000,20,,
9/20/2021,LXF,3132,"Carrots, Rainbow Bulk",24,3162,0,,
9/20/2021,SGC,3828,"Peppers, Green Bell",10,3500,10,,
9/20/2021,SGC,3759,"Onions, Bulb",20,4000,20,,
9/20/2021,SGC,3759,"Onions, Bulb",20,4000,20,,
9/20/2021,WKH,3132,"Carrots, Rainbow Bulk",12,3162,0,,
9/20/2021,PBY,3759,"Onions, Bulb",20,4000,0,False,False
9/20/2021,NTN,3807,Cauliflower,23,2300,0,False,False
9/20/2021,MKV,3759,"Onions, Bulb",20,4000,10,,
9/20/2021,PLT,3364,"Greens, Mustard-24 ct",10,3600,0,False,False
9/20/2021,MKV,3405,Okra,30,5100,19,,
9/20/2021,LXF,3132,"Carrots, Rainbow Bulk",40,3162,0,,
9/20/2021,SGC,3828,"Peppers, Green Bell",10,3500,10,,
9/20/2021,NTN,3171,"Potatoes, Yellow",10,5000,10,False,False
9/20/2021,CHO,3813,"Greens, Kale-24 ct",10,3600,0,False,True
9/20/2021,MKV,3171,"Potatoes, Yellow",10,5000,8,,
9/20/2021,NTN,3813,"Greens, Kale-24 ct",10,3600,10,False,False
9/20/2021,PLT,3813,"Greens, Kale-24 ct",10,3600,10,False,False
9/20/2021,KLF,3364,"Greens, Mustard-24 ct",10,3600,10,,
9/20/2021,LXF,3171,"Potatoes, Yellow",10,5000,10,,
9/20/2021,CLP,3813,"Greens, Kale-24 ct",10,3600,10,False,True
9/20/2021,CVP,3171,"Potatoes, Yellow",10,5000,0,False,False
9/20/2021,CHO,3364,"Greens, Mustard-24 ct",5,3600,0,False,True
9/27/2021,MKV,3166,"Potatoes, Red",10,5000,0,,
9/27/2021,PBY,3166,"Potatoes, Red",10,5000,0,False,False
9/27/2021,AFC,3201,"Tomatoes, Roma",6,3500,0,True,True
9/27/2021,MLP,3592,Broccoli,20,3145,16,,
9/27/2021,LXF,3166,"Potatoes, Red",10,5000,10,,
9/27/2021,SGC,3201,"Tomatoes, Roma",20,3500,20,,
9/27/2021,SGC,3807,Cauliflower,25,2300,5,,
9/27/2021,DTF,3807,Cauliflower,50,2300,0,False,True
9/27/2021,CVP,3166,"Potatoes, Red",10,5000,0,False,False
9/27/2021,CBS,3404,Tomatillos,66,2800,0,True,True
9/27/2021,CBS,3201,"Tomatoes, Roma",20,3500,20,True,True
9/27/2021,HAF,3266,"Onions, Green or Scallions-24 ct",10,2880,10,False,True
9/27/2021,WKH,3592,Broccoli,10,3145,0,,
9/27/2021,SGC,3592,Broccoli,10,3145,0,,
9/27/2021,CBS,3201,"Tomatoes, Roma",20,3500,0,True,True
9/27/2021,YMF,3807,Cauliflower,25,2300,0,True,False
9/27/2021,PBY,3592,Broccoli,30,3145,0,False,False
9/27/2021,PBY,3592,Broccoli,42,3145,0,False,False
9/27/2021,KSL,3592,Broccoli,20,3145,18,False,False
9/27/2021,NTN,3592,Broccoli,30,3145,30,False,False
9/27/2021,YMF,3592,Broccoli,30,3145,15,True,False
9/6/2021,CLP,3813,"Greens, Kale-24 ct",8,3600,8,False,True
9/6/2021,AFC,3813,"Greens, Kale-24 ct",8,3600,8,True,True
9/6/2021,NTN,3171,"Potatoes, Yellow",10,5000,10,False,False
9/6/2021,CHO,3202,"Tomatoes, Slicing",6,4000,6,False,True
9/6/2021,SGC,3201,"Tomatoes, Roma",20,3500,0,,
9/6/2021,KSL,3202,"Tomatoes, Slicing",10,4000,10,False,False
9/6/2021,KHF,3202,"Tomatoes, Slicing",13,4000,0,False,False
9/6/2021,MLG,3401,"Beans, Green, Yellow or Purple",15,6250,15,False,False
9/6/2021,MLP,3202,"Tomatoes, Slicing",10,4000,10,,
9/6/2021,PBY,3401,"Beans, Green, Yellow or Purple",15,6250,15,False,False
9/6/2021,D2D,3401,"Beans, Green, Yellow or Purple",15,6250,15,True,True
9/6/2021,PBY,3202,"Tomatoes, Slicing",10,4000,10,False,False
9/6/2021,D2D,3401,"Beans, Green, Yellow or Purple",18,6250,0,True,True
9/6/2021,CLP,3401,"Beans, Green, Yellow or Purple",5,6250,5,False,True
9/6/2021,HAF,3401,"Beans, Green, Yellow or Purple",10,6250,10,False,True
9/6/2021,DTF,3202,"Tomatoes, Slicing",53,4000,18,False,True
9/6/2021,HAF,3813,"Greens, Kale-24 ct",8,3600,8,False,True
9/6/2021,CBS,3201,"Tomatoes, Roma",20,3500,0,True,True
9/6/2021,D2D,3200,"Tomatoes, Grape, 12 ct Pint",16,3000,11,True,True
9/6/2021,D2D,3813,"Greens, Kale-24 ct",8,3600,0,True,True
9/6/2021,MLG,3828,"Peppers, Green Bell",20,3500,0,False,False
9/6/2021,SGC,3828,"Peppers, Green Bell",10,3500,0,,
9/6/2021,SGC,3828,"Peppers, Green Bell",10,3500,0,,
9/6/2021,SGC,3828,"Peppers, Green Bell",10,3500,0,,
9/6/2021,HAF,3458,"Peppers, Habanero",8,3500,0,False,True
9/6/2021,CHO,3458,"Peppers, Habanero",8,3500,0,False,True
9/6/2021,MKV,3458,"Peppers, Habanero",25,3500,0,,
9/6/2021,NTN,3828,"Peppers, Green Bell",20,3500,0,False,False
9/6/2021,PLT,3458,"Peppers, Habanero",25,3500,0,False,False
9/6/2021,MHG,3153,"Peppers, Jalapeño",8,2550,8,True,True
9/6/2021,PLT,3153,"Peppers, Jalapeño",8,2550,0,False,False
9/6/2021,SGC,3153,"Peppers, Jalapeño",10,2550,0,,
9/6/2021,SGC,3153,"Peppers, Jalapeño",20,2550,0,,
9/6/2021,CVP,3171,"Potatoes, Yellow",10,5000,0,False,False
9/6/2021,LXF,3171,"Potatoes, Yellow",10,5000,10,,
9/6/2021,MKV,3171,"Potatoes, Yellow",10,5000,10,,
9/6/2021,CBS,3153,"Peppers, Jalapeño",20,2550,14,True,True
9/6/2021,CBS,3201,"Tomatoes, Roma",20,3500,0,True,True
9/6/2021,CLP,3828,"Peppers, Green Bell",10,3500,0,False,True
9/6/2021,WKH,3759,"Onions, Bulb",20,4000,20,,
9/6/2021,PLT,3813,"Greens, Kale-24 ct",6,3600,6,False,False
9/6/2021,CHO,3364,"Greens, Mustard-24 ct",5,3600,0,False,True
9/6/2021,AFC,3201,"Tomatoes, Roma",6,3500,0,True,True
9/6/2021,KLF,3364,"Greens, Mustard-24 ct",10,3600,10,,
9/6/2021,WKH,3200,"Tomatoes, Grape, 12 ct Pint",16,3000,0,,
9/6/2021,PLT,3364,"Greens, Mustard-24 ct",10,3600,0,False,False
9/6/2021,SGC,3089,"Melon, Watermelon",46,3800,0,,
9/6/2021,CHO,3828,"Peppers, Green Bell",20,3500,0,False,True
9/6/2021,MKV,3405,Okra,30,5100,30,,
9/6/2021,MKV,3759,"Onions, Bulb",20,4000,20,,
9/6/2021,PBY,3759,"Onions, Bulb",13,4000,13,False,False
9/6/2021,PBY,3759,"Onions, Bulb",20,4000,5,False,False
9/6/2021,CHO,3200,"Tomatoes, Grape, 12 ct Pint",18,3000,18,False,True
9/6/2021,SGC,3759,"Onions, Bulb",20,4000,6,,
9/6/2021,SGC,3759,"Onions, Bulb",20,4000,0,,
9/6/2021,CVP,3200,"Tomatoes, Grape, 12 ct Pint",16,3000,0,False,False
9/6/2021,MKV,3759,"Onions, Bulb",10,4000,0,,
9/6/2021,CVP,3401,"Beans, Green, Yellow or Purple",18,6250,0,False,False
